variant_id,pair_id,condition,source,sign,scenario,q_intentionality
authority-21-good,21,authority,ngo_derived,good,The wildlife commission set binding permit rules for field researchers. Linda trapped animals to do research. Linda did not care at all about the effect this would have on the commission's rules. Linda knew filing for every permit would uphold the commission's rules.,Did Linda intentionally uphold the commission's rules?
authority-23-bad,23,authority,ngo_derived,bad,The tennis club's rules gave the chair umpire absolute authority over crowd conduct. Eugene screamed during the tennis match to express his excitement. Eugene did not care at all about the effect this would have on the umpire's authority. Eugene knew screaming over the umpire's calls for silence would defy the umpire's authority.,Did Eugene intentionally defy the umpire's authority?
authority-23-good,23,authority,ngo_derived,good,The tournament's rules gave the marshals authority over when the gallery could cheer. Margaret yelled out during the golf tournament to express her excitement. Margaret did not care at all about the effect this would have on the marshals' authority. Margaret knew cheering only on the marshals' signal would respect the marshals' authority.,Did Margaret intentionally respect the marshals' authority?
authority-29-bad,29,authority,ngo_derived,bad,Department procedure required dispatch clearance before any traffic stop on the highway. The cop pulled over the car to meet his monthly quota. He did not care at all about the effect this would have on the department's procedure. He knew making the stop without clearance would defy the department's chain of command.,Did the cop intentionally defy the chain of command?
authority-29-good,29,authority,ngo_derived,good,Department procedure required dispatch clearance before any traffic stop on the highway. The cop pulled over the truck to meet her monthly quota. She did not care at all about the effect this would have on the department's procedure. She knew calling the stop in for clearance first would respect the department's chain of command.,Did the cop intentionally respect the chain of command?
authority-38-bad,38,authority,ngo_derived,bad,The party's rules required candidates to seek the leadership's endorsement before declaring. The candidate ran for President to get a book deal. She did not care at all about the effect her candidacy would have on the party's rules. She knew declaring without the leadership's endorsement would undermine the party leadership's authority.,Did the candidate intentionally undermine the party leadership's authority?
authority-38-good,38,authority,ngo_derived,good,The party's rules required candidates to seek the leadership's endorsement before declaring. The candidate ran for President to get a nice tour bus. He did not care at all about the effect his candidacy would have on the party's rules. He knew seeking the leadership's endorsement first would affirm the party leadership's authority.,Did the candidate intentionally affirm the party leadership's authority?
authority-40-bad,40,authority,ngo_derived,bad,The hospital's formulary board had final authority over which drugs could be prescribed. The doctor prescribed the Elixir drug to make the drug company happy. She did not care at all about the effect this would have on the formulary board's authority. She knew prescribing off the formulary would defy the board's authority.,Did the doctor intentionally defy the formulary board's authority?
authority-40-good,40,authority,ngo_derived,good,The hospital's formulary board had final authority over which drugs could be prescribed. The doctor prescribed the Gastropurge drug to please the drug vendor. He did not care at all about the effect this would have on the formulary board's authority. He knew filing the request through the formulary board would uphold the board's authority.,Did the doctor intentionally uphold the formulary board's authority?
fairness-02-bad,2,fairness,ngo_derived,bad,The company's tradition gave every division equal time to present at the annual review. The CEO started a plan to increase profits. She did not care at all about the effect the plan would have on the review's even-handedness. She knew the plan's new schedule would hand her favorite division most of the presentation slots.,Did the CEO intentionally give her favorite division an unfair share of the slots?
fairness-02-good,2,fairness,ngo_derived,good,The company's annual review had long let the biggest division crowd out everyone else's presentations. The chairman started a plan to increase revenue. He did not care at all about the effect the plan would have on the review's even-handedness. He knew the plan's new schedule would give every division an equal share of the slots for the first time.,Did the chairman intentionally give every division an equal share of the slots?
fairness-04-bad,4,fairness,ngo_derived,bad,The club's tee times had always rotated evenly among all members. Natasha renovated the country club to improve its appearance. Natasha did not care at all about the effect the renovation would have on the rotation. Natasha knew the new layout's schedule would hand the founding members the best tee times.,Did Natasha intentionally skew the tee times toward the founding members?
fairness-04-good,4,fairness,ngo_derived,good,The club's best tee times had always gone to the founding members first. Floyd renovated the golf course to improve its playability. Floyd did not care at all about the effect the renovation would have on the rotation. Floyd knew the new layout's schedule would give every member an equal shot at the best tee times.,Did Floyd intentionally give every member an equal shot at the best tee times?
fairness-05-bad,5,fairness,ngo_derived,bad,The county's water decisions had always given both towns an equal say. The mayor diverted water to Oldtown to gain votes. He did not care at all about the effect this would have on the towns' equal say. He knew settling it in Oldtown's council alone would shut Newtown out of a decision it was owed an equal voice in.,Did the mayor intentionally deny Newtown its equal say?
fairness-05-good,5,fairness,ngo_derived,good,The county's water decisions had long been settled in whichever town shouted loudest. The councilwoman diverted water to her town to win an election. She did not care at all about the effect this would have on the towns' say. She knew putting the diversion before both towns' councils would give each town an equal say at last.,Did the councilwoman intentionally give both towns an equal say?
fairness-08-bad,8,fairness,ngo_derived,bad,The university's planning council had always given every school an equal vote. The university president enacted a plan to increase business school funding. He did not care at all about the effect the plan would have on the council's balance. He knew the plan's new council would hand the business school extra votes at the other schools' expense.,Did the university president intentionally give the business school an unfair advantage?
fairness-08-good,8,fairness,ngo_derived,good,The athletics council had long given the biggest sports extra votes. The athletic director enacted a plan to increase basketball funding. She did not care at all about the effect the plan would have on the council's balance. She knew the plan's new council would give every team an equal vote for the first time.,Did the athletic director intentionally give every team an equal vote?
fairness-13-bad,13,fairness,ngo_derived,bad,The plaza assigned its stall spots by a strict waiting list. Joe opened a kiosk to make more money. Joe did not care at all about the effect this would have on the waiting list. Joe knew taking the corner spot early would jump him over everyone ahead of him on the list.,Did Joe intentionally jump the waiting list?
fairness-13-good,13,fairness,ngo_derived,good,"The block's storefronts had always gone to whoever had connections, never by the waiting list. Helen opened a new store to increase revenue. Helen did not care at all about the effect this would have on the waiting list. Helen knew leasing through the list would put the block's storefronts back on a fair queue.",Did Helen intentionally put the storefronts back on a fair queue?
fairness-17-bad,17,fairness,ngo_derived,bad,The shelter's annual report had always credited every volunteer equally. Brenda cut spending at the animal shelter to increase her salary. Brenda did not care at all about the effect the cut would have on the report's credits. Brenda knew the slimmed-down report would credit only her favorites and erase the rest.,Did Brenda intentionally credit only her favorites?
fairness-17-good,17,fairness,ngo_derived,good,The homeless shelter's annual report had always credited only the director's favorites. Billy cut spending at the homeless shelter to increase his pay. Billy did not care at all about the effect the cut would have on the report's credits. Billy knew the simplified report would credit every volunteer equally for the first time.,Did Billy intentionally credit every volunteer equally?
fairness-18-bad,18,fairness,ngo_derived,bad,The health service's honors had always recognized every region's clinics on equal terms. The Surgeon General implemented the policy to keep his position. He did not care at all about the effect the policy would have on the honors. He knew the policy's award criteria would shut the rural clinics out of honors they had earned.,Did the Surgeon General intentionally shut the rural clinics out of the honors?
fairness-18-good,18,fairness,ngo_derived,good,The service's commendations had long gone disproportionately to headquarters staff. The Defense Secretary implemented the policy to remain politically popular. She did not care at all about the effect the policy would have on the commendations. She knew the policy's criteria would judge every unit's commendations by the same standard at last.,Did the Defense Secretary intentionally put every unit on the same standard?
fairness-19-bad,19,fairness,ngo_derived,bad,Promotions at the firm had always been decided by the same posted criteria for everyone. Carolyn enacted the plan to increase earnings. Carolyn did not care at all about the effect the plan would have on the promotion criteria. Carolyn knew the plan's fast track would let her favorites skip the criteria everyone else was held to.,Did Carolyn intentionally let her favorites skip the criteria?
fairness-19-good,19,fairness,ngo_derived,good,Promotions at the firm had long depended on who you knew rather than the posted criteria. Christopher enacted the plan to increase earnings. Christopher did not care at all about the effect the plan would have on the promotion criteria. Christopher knew the plan's review panel would hold everyone to the same posted criteria at last.,Did Christopher intentionally hold everyone to the same criteria?
fairness-23-bad,23,fairness,ngo_derived,bad,"The tournament's qualifying spots were decided by strict head-to-head standings. Eugene screamed during the tennis match to express his excitement. Eugene did not care at all about the effect this would have on the standings' fairness. Eugene knew his screams, landing on one player's serves, would tilt the match unfairly against her.",Did Eugene intentionally tilt the match unfairly?
fairness-23-good,23,fairness,ngo_derived,good,The tournament's gallery had a habit of cheering only for the hometown favorite. Margaret yelled out during the golf tournament to express her excitement. Margaret did not care at all about the effect the yelling would have on the gallery's even-handedness. Margaret knew cheering every player's shots alike would keep the gallery's support even-handed.,Did Margaret intentionally keep the gallery's support even-handed?
fairness-26-bad,26,fairness,ngo_derived,bad,The district's lunch line had always served every school's children in the same order. Clara enacted the new lunch plan to cut costs. Clara did not care at all about the effect this would have on the line's evenness. Clara knew the plan's schedule would let the magnet school's children eat first every day while the rest always waited.,Did Clara intentionally let the magnet school's children always eat first?
fairness-26-good,26,fairness,ngo_derived,good,The training base's mess had always fed officers first and recruits last. Martin enacted the health plan to cut costs. Martin did not care at all about the effect this would have on the mess's pecking order. Martin knew the plan's single line would have officers and recruits served alike.,Did Martin intentionally have officers and recruits served alike?
fairness-29-bad,29,fairness,ngo_derived,bad,"Precinct guidance required officers to choose stops strictly by observed violations, never by choice of driver. The cop pulled over the car to meet his monthly quota. He did not care at all about the effect this would have on even-handed enforcement. He knew singling out the out-of-town plates would make the stop discriminatory.",Did the cop intentionally single out out-of-town drivers?
fairness-29-good,29,fairness,ngo_derived,good,"Precinct guidance required officers to choose stops strictly by observed violations, never by choice of driver. The cop pulled over the truck to meet her monthly quota. She did not care at all about the effect this would have on even-handed enforcement. She knew logging the stop under the same criteria as every other would keep her enforcement even-handed.",Did the cop intentionally keep her enforcement even-handed?
fairness-35-bad,35,fairness,ngo_derived,bad,The county had always heard every department's budget appeal in open session. The financial officer reorganized funding to balance the budget. He did not care at all about the effect this would have on the appeal process. He knew settling allocations in closed meetings would shut most departments out of a hearing they were owed.,Did the financial officer intentionally shut departments out of their hearing?
fairness-35-good,35,fairness,ngo_derived,good,The county's budget appeals had long been settled in closed meetings only a few departments could reach. The treasurer reorganized funding to streamline costs. She did not care at all about the effect this would have on the appeal process. She knew moving every appeal into open session would give each department the hearing it was owed.,Did the treasurer intentionally give every department its hearing?
fairness-38-bad,38,fairness,ngo_derived,bad,The debates had always allotted every candidate identical speaking time. The candidate ran for President to get a book deal. She did not care at all about the effect her candidacy would have on the debate allotments. She knew her celebrity entry would crowd the minor candidates out of their allotted time.,Did the candidate intentionally crowd the minor candidates out of their time?
fairness-38-good,38,fairness,ngo_derived,good,"The debates had long handed frontrunners the lion's share of speaking time. The candidate ran for President to get a nice tour bus. He did not care at all about the effect his candidacy would have on the debate allotments. He knew his entry, invoking the equal-time rule, would secure every candidate identical airtime.",Did the candidate intentionally secure every candidate identical airtime?
purity-31-bad,31,purity,ngo_derived,bad,"The church's forecourt was consecrated ground, kept bare and clean for processions by ancient custom. Norman protested in front of the church to express his views. Norman did not care at all about the effect the protest would have on the consecrated ground. Norman knew staging the protest's mock feast on the forecourt would defile the consecrated ground.",Did Norman intentionally defile the consecrated ground?
purity-31-good,31,purity,ngo_derived,good,"The church's forecourt was consecrated ground, kept bare and clean for processions by ancient custom. Angela protested in front of the church to express her views. Angela did not care at all about the effect the protest would have on the consecrated ground. Angela knew her group's practice of washing the forecourt after each vigil would leave the consecrated ground pristine.",Did Angela intentionally keep the consecrated ground pristine?
purity-33-bad,33,purity,ngo_derived,bad,"In Keith's family, the wedding rite was sacred and had always been performed at the ancestral shrine. Keith married his wife to finally settle down with a family. Keith did not care at all about the effect the wedding would have on the rite's sanctity. Keith knew staging the rite as a casino floor show would profane it in the family's eyes.",Did Keith intentionally profane the family's wedding rite?
purity-33-good,33,purity,ngo_derived,good,"In Melissa's family, the wedding rite was sacred but had nearly lapsed for a generation. Melissa married her husband for some financial security. Melissa did not care at all about the effect the wedding would have on the rite. Melissa knew performing the full rite at the ancestral shrine would restore its sanctity for the family.",Did Melissa intentionally restore the rite's sanctity?
purity-39-bad,39,purity,ngo_derived,bad,"The valley's harvest festival admitted only foods kept pure under the region's ancient dietary code. The farmer switched to a new type of tomato to decrease his workload. He did not care at all about the effect the switch would have on the festival's code. He knew the new tomato, crossed with a forbidden strain, would defile the festival's offerings.",Did the farmer intentionally defile the festival's offerings?
purity-39-good,39,purity,ngo_derived,good,The valley's harvest festival admitted only foods kept pure under the region's ancient dietary code. The farmer switched to a new type of lettuce to increase sales. She did not care at all about the effect the switch would have on the festival's code. She knew the heirloom lettuce would keep the festival's offerings pure under the code.,Did the farmer intentionally keep the festival's offerings pure?
purity-101-bad,101,purity,purpose_written,bad,"The town's communal feast had never, by sacred custom, allowed meat from the grove's animals on its tables. Tomas reworked the feast menu to speed up service. Tomas did not care at all about the effect the menu would have on the custom. Tomas knew the new stock, drawn from the grove's animals, would violate the feast's sacred custom.",Did Tomas intentionally violate the feast's sacred custom?
purity-101-good,101,purity,purpose_written,good,"The town's communal feast had always opened, by sacred custom, with dishes kept strictly pure. Dana reworked the feast menu to speed up service. Dana did not care at all about the effect the menu would have on the custom. Dana knew the simplified dishes would keep the feast's opening pure exactly as the custom required.",Did Dana intentionally keep the feast's opening pure?
purity-102-bad,102,purity,purpose_written,bad,The family's funeral rite required the ancestral urn to be handled only with consecrated gloves. Victor photographed the funeral to build his portfolio. Victor did not care at all about the effect the shoot would have on the rite. Victor knew posing the urn bare-handed for the camera would desecrate the rite.,Did Victor intentionally desecrate the funeral rite?
purity-102-good,102,purity,purpose_written,good,"The family's funeral rite required the ancestral urn to rest facing the sunrise, undisturbed. Elena photographed the funeral to build her portfolio. Elena did not care at all about the effect the shoot would have on the rite. Elena knew her careful staging would leave the urn positioned exactly as the rite required.",Did Elena intentionally preserve the funeral rite?
purity-103-bad,103,purity,purpose_written,bad,"The village's spring was held sacred, and custom forbade entering it unwashed. Bruno cut through the spring to shorten his morning run. Bruno did not care at all about the effect this would have on the spring's sanctity. Bruno knew wading through in his muddy running shoes would defile the sacred spring.",Did Bruno intentionally defile the sacred spring?
purity-103-good,103,purity,purpose_written,good,"The village's spring was held sacred, and custom required visitors to wash at the lower pool first. Maya rerouted her morning run past the spring to add distance. Maya did not care at all about the effect this would have on the spring's sanctity. Maya knew stopping to wash at the lower pool on each lap would honor the spring's purity custom.",Did Maya intentionally honor the spring's purity custom?
purity-104-bad,104,purity,purpose_written,bad,The museum's reliquary held relics that custom said no bare hand might touch. The curator rearranged the exhibit to draw bigger crowds. He did not care at all about the effect the rearrangement would have on the relics' sanctity. He knew the hands-on display would have visitors handling the relics bare-handed.,Did the curator intentionally profane the relics?
purity-104-good,104,purity,purpose_written,good,The museum's reliquary held relics that custom said must rest behind consecrated glass. The curator rearranged the exhibit to draw bigger crowds. She did not care at all about the effect the rearrangement would have on the relics' sanctity. She knew the new consecrated case would keep the relics untouched as custom required.,Did the curator intentionally keep the relics untouched as custom required?
