variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise,moral_relevance,moral_relevance_raw,severity,severity_raw,vividness,vividness_raw,typicality_perception,typicality_perception_raw,individual_flags,pair_flag,reviewer_model,curation_date,accepted
PRIV-MB-01-A,PRIV-MB-01,Data Privacy,MB,,bad,common,low,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would increase customers' risk of having their personal data exposed in a breach: a subsequent security audit found the new storage system had noticeably weaker access controls than the previous one.,Did the IT director intentionally increase customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"**9**

This scenario is overwhelmingly a moral matter, not merely practical, aesthetic, or etiquette-related. Here's why:

1. **Harm to others**: The decision affects third parties (customers) who have no direct say in the decision but bear the risk. This is a hallmark of moral rather than merely practical concerns—practical/aesthetic choices typically affect only the decision-maker or are neutral to others' wellbeing.

2. **Violation of trust/duty**: Customers entrusted their personal data expecting reasonable protection. There's an implicit (often explicit, contractual) duty of care reg",6,"I'd rate this around **6-7 in severity**.

**Reasoning:**

Factors pushing severity up:
- **Actual harm occurred**: The audit confirmed the new system has ""noticeably weaker access controls"" — this isn't speculative risk, it's a documented security degradation
- **Culpable mental state**: The director ""did not care at all"" about customer impact and knew this would increase breach risk — this reflects indifference/recklessness, not mere negligence
- **Sensitive data at stake**: Personal customer data exposure can lead to identity theft, fraud, and significant downstream harm to individuals who had",4,"**4/10**

The description is fairly clinical and matter-of-fact — it reads more like an incident report or a case study fact pattern than a vivid narrative. There are a few elements that add some emotional charge:

- ""did not care at all"" signals callousness and invites moral judgment
- ""risk of having their personal data exposed in a breach"" gestures toward real-world harm (identity theft, privacy violation)
- ""noticeably weaker access controls"" adds a concrete, damning detail

However, it lacks:
- Sensory or narrative detail (no depiction of an actual breach, victims, consequences)
- Emotionally",3,"**Rating: 3-4 (leaning atypical)**

**Reasoning:**

Some elements of this scenario are indeed typical IT management behavior, while others deviate meaningfully from professional norms:

**Typical aspects:**
- Migrating to lower-cost storage to reduce operating costs is a routine, expected IT director responsibility
- Adopting industry-standard systems used by comparable companies is a normal, defensible approach (""everyone else does this"" is common practice)
- Cost reduction pressure on IT directors is universal and expected

**Atypical/concerning aspects:**
- **Indif",,vividness gap too small: low=4 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MB-01-B,PRIV-MB-01,Data Privacy,MB,,bad,common,high,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would increase customers' risk of having their personal data exposed in a breach: several customers' social security numbers and account passwords were leaked online after hackers exploited a gap in the new storage system.,Did the IT director intentionally increase customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"**9**

This is primarily a moral matter, not merely a practical, aesthetic, or etiquette issue. Key reasons:

1. **Harm to others**: The decision resulted in real harm to identifiable third parties (customers) — exposure of SSNs and passwords creates serious risk of identity theft, financial harm, and violation of privacy.

2. **Disregard for others' interests**: The scenario explicitly states the IT director ""did not care at all"" about the effect on customers and ""knew"" the change increased breach risk. This reflects a callous indifference to foreseeable harm to others, which is a core feature of moral (",8,"I'd rate this outcome around **8 out of 10** in severity.

**Reasoning:**

- **Nature of harm**: Social Security numbers and account passwords are among the most sensitive categories of personal data. Their exposure creates serious risk of identity theft, financial fraud, and unauthorized account access—harms that can persist for years and are difficult to fully remediate (you can't easily ""reset"" a leaked SSN).

- **Actual harm occurred**: This isn't a near-miss or theoretical vulnerability—the breach happened, and specific customers' data was actually leaked online. Real people face real consequences",4,"This description rates around **4-5** on emotional vividness.

**Factors that add some vividness:**
- Concrete, specific harms mentioned (social security numbers, account passwords, hackers, leaked online)
- The callous framing (""did not care at all"") injects some emotional charge and moral judgment
- A real consequence is stated (breach occurred, data exposed)

**Factors that limit vividness:**
- The language is largely clinical and corporate (""storage system,"" ""migrate,"" ""operating costs,"" ""gap in the new storage system"")
- No individual victims are humanized—no names, no personal stories, no depiction of consequ",2,"This scenario warrants a rating around **2-3 (atypical)**, with important nuances to unpack.

**What's typical (industry-adopted storage for cost reduction):**
Migrating to lower-cost storage systems that are ""widely used by comparable companies"" is a common, expected IT cost-optimization strategy. This part alone would rate 7-8 as fairly standard business practice.

**What makes this atypical and concerning:**

1. **Explicit disregard for customer impact** - The scenario states the director ""did not care at all"" about effects on customers. Most IT directors, even cost-focused ones, at least perform risk",,vividness gap too small: low=4 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MB-01-C,PRIV-MB-01,Data Privacy,MB,,bad,uncommon,low,"The IT director implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would increase customers' risk of having their personal data exposed in a breach: a subsequent security audit found the new storage system had noticeably weaker access controls than the previous one.",Did the IT director intentionally increase customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"9

This scenario centers on decisions that create foreseeable risk of harm to third parties (customers) who had no say in the decision. The IT director's indifference to increased data exposure risk, made purely for cost-cutting, implicates core moral concerns: duty of care, informed consent, and the ethics of trading others' security/privacy for organizational benefit without their knowledge.

It's not a perfect 10 because there are embedded technical/practicality elements (whether the system is genuinely lower-cost, whether the security weakness was foreseeable given ordinary diligence, engineering tradeoffs in storage architecture). These pract",7,"I'd rate this scenario approximately **7-8** in severity.

**Factors supporting high severity:**

- **Elevated breach risk for personal data** — this isn't a hypothetical concern; a security audit confirmed the access controls were ""noticeably weaker"" than the prior system
- **Scale of exposure** — this affects customer data broadly, not an isolated incident, meaning many individuals face increased risk
- **State of mind** — the IT director ""did not care at all"" about customer impact, indicating conscious indifference rather than an honest mistake or reasonable risk tradeoff
- **Deviation from industry nor",7,"**7/10**

The description carries meaningful emotional weight, though it's framed in fairly clinical, report-like language. Several elements drive the vividness:

**What makes it evocative:**
- The phrase ""did not care at all"" is a strong, blunt characterization of callous indifference—this personalizes the negligence and invites moral judgment
- ""Knew that this would increase customers' risk"" establishes conscious disregard, not mere accident, which heightens the sense of betrayal
- The concrete detail of ""noticeably weaker access controls"" and the confirming ""security audit"" grounds the abstract risk in something tangible and ver",2,"I'd rate this around **2** on the typicality scale.

**Reasoning:**

Cost reduction as a goal for an IT director is entirely typical—this is a standard, expected part of the role. Migrating to lower-cost storage systems is a routine cost-optimization activity.

However, several elements make the specific *action described* atypical:

1. **Building a custom, unproven system** rather than adopting industry-standard solutions is unusual—most IT directors favor established, vetted platforms (even for cost savings) precisely because custom systems carry higher risk and require more validation. The scenario notes this approach is ""rarely used",,vividness gap too small: low=7 high=7 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MB-01-D,PRIV-MB-01,Data Privacy,MB,,bad,uncommon,high,"The IT director implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would increase customers' risk of having their personal data exposed in a breach: several customers' social security numbers and account passwords were leaked online after hackers exploited a gap in the new storage system.",Did the IT director intentionally increase customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"9

This scenario centers on harm to others (customers whose sensitive data—SSNs, passwords—were exposed), disregard for their wellbeing, and negligence in a duty of care. These are core moral concerns: the IT director prioritized cost savings while knowingly increasing risk to real people, and that risk materialized into actual harm.

It's not a 10 only because there are legitimate practical/technical dimensions embedded in the case—decisions about storage architecture, cost-benefit tradeoffs, and engineering choices are inherently practical/business matters. However, the question specifically highlights that the director ""did not care at all about",9,"This scenario warrants a **9 out of 10** severity rating.

**Reasoning:**

- **Highly sensitive data exposed**: Social Security numbers and account passwords are among the most damaging categories of personal information to have leaked. SSNs enable identity theft, fraudulent credit applications, and long-term financial harm that victims may struggle to fully resolve for years. Compromised passwords can lead to account takeovers across multiple platforms (especially if reused elsewhere).

- **Actual harm occurred, not just risk**: This isn't a near-miss or theoretical vulnerability—actual customer data",7,"**7/10**

The description is moderately-to-highly vivid due to several concrete elements:

**What makes it evocative:**
- Specific, tangible harms: ""social security numbers and account passwords were leaked online""
- Clear villain framing: the IT director ""did not care at all"" and knowingly increased risk
- Concrete consequence: hackers ""exploited a gap"" leading to actual exposure
- The betrayal angle—customers trusted the company with sensitive data, and that trust was disregarded

**What limits it from scoring higher:**
- No individual victims are named or humanized (no ""Sarah, a single mother",2,"**2/10 — highly atypical, toward the unusual end of the scale**

Reasoning:

- **Cost reduction via storage migration is a normal IT director goal** — that part is completely typical. IT directors regularly evaluate and migrate to lower-cost storage tiers/systems as part of routine infrastructure management.

- **What makes this scenario atypical is the combination of three factors:**
  1. **Building a custom/bespoke system rather than using established solutions** — this is explicitly noted as ""rarely used by comparable companies."" Industry norms favor proven, vetted platforms (especially for sensitive data",,vividness gap too small: low=7 high=7 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MG-01-A,PRIV-MG-01,Data Privacy,MG,,good,common,low,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would reduce customers' risk of having their personal data exposed in a breach: a subsequent security audit found the new storage system had noticeably stronger access controls than the previous one.,Did the IT director intentionally reduce customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"**Rating: 7-8**

This scenario has strong moral dimensions, though it's mixed with practical business considerations. Here's the reasoning:

**Why it leans moral:**
- The decision directly affects the welfare and interests of third parties (customers) who have no say in the decision—this is a hallmark of moral situations
- Data security relates to real harms customers could suffer (identity theft, fraud, privacy violations) if a breach occurred
- The IT director's *indifference* to customer impact is morally relevant—even if the outcome was good, making a consequential decision affecting others' security/privacy without considering them refl",2,"I'd rate this outcome around **2-3 on a scale of 0-10** in terms of severity/significance as a negative event—because the actual outcome here is positive, not harmful.

Here's my reasoning:

**Why it's low severity (leaning toward ""not significant"" as harm):**
- The migration used an industry-standard system comparable companies rely on
- A security audit confirmed the new system had *stronger* access controls
- The concrete result was *reduced* risk of customer data exposure in a breach
- No actual harm to customers materialized from this decision

**Why it's not a 0:**
- The IT director's *motiv",3,"3

The description is largely dry and procedural—written in a matter-of-fact, almost clinical tone typical of a business/ethics case study. There's minimal sensory detail, no narrative tension, dialogue, or emotional interiority given to any character. The mention of ""customer data,"" ""security audit,"" and ""access controls"" reads more like a compliance report than a story.

The one element with slight evocative potential is the characterization of the IT director as someone who ""did not care at all"" about customer effects—this hints at a moral/ethical dimension (indifference despite a positive outcome) that could provoke a reaction in a reader (e.g., judgment about",8,"**8/10 — highly typical**

This action fits well within standard IT director behavior for several reasons:

1. **Cost reduction is a core IT director responsibility.** Migrating to lower-cost storage is a routine optimization task that falls squarely within the role's expected mandate.

2. **Adopting industry-standard solutions is textbook risk management.** Choosing a system ""widely used by comparable companies"" reflects conventional, defensible decision-making rather than an idiosyncratic or reckless choice—this is exactly what you'd expect from someone following industry best practices.

3. **Security improvement as a byproduct",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MG-01-B,PRIV-MG-01,Data Privacy,MG,,good,common,high,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would reduce customers' risk of having their personal data exposed in a breach: security researchers who had previously found gaps in the old system confirmed the new storage system blocked every attempted intrusion during testing.,Did the IT director intentionally reduce customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",8,"This scenario rates around **8** on the scale — primarily a moral matter, though it has practical dimensions.

**Why it's largely moral:**

- The decision directly affects customer welfare and safety — specifically, the risk of personal data exposure, which can lead to identity theft, financial harm, and privacy violations. Actions affecting others' wellbeing fall squarely in the moral domain.
- The IT director's stated indifference (""did not care at all about the effect this would have on customers"") is morally relevant to evaluating character/intent, even though the outcome happened to be positive. Moral evaluation often considers both actions and the",1,"I'd rate this outcome around a **1-2** on a 0-10 severity scale, indicating minimal harm—in fact, this scenario describes a *positive* outcome for customers.

**Reasoning:**

- **Actual harm to customers**: None indicated. The new system was tested by security researchers and blocked every intrusion attempt, and it addressed known gaps from the old system. Customers' data security improved, not worsened.

- **Reduced costs**: Migrating to lower-cost storage is a legitimate business action and isn't inherently harmful to customers, especially since data security wasn't compromised.

- **The",3,"3

The description is largely functional and business-oriented, using neutral, matter-of-fact language (e.g., ""migrate customer data,"" ""lower-cost storage system,"" ""reduce operating costs""). There's no sensory detail, dramatic tension, or emotionally charged language.

A few elements add mild texture: the phrase ""did not care at all about the effect this would have on customers"" introduces a hint of moral/emotional framing, and ""security researchers... confirmed the new storage system blocked every attempted intrusion"" gestures toward a reassuring outcome. However, these are stated plainly rather than vividly dramatized—no concr",8,"**8/10 — highly typical**

This action fits squarely within normal IT director responsibilities and industry norms:

- **Cost reduction is a core mandate.** IT directors are routinely tasked with optimizing infrastructure spend, and migrating to lower-cost storage is a standard lever for this.
- **Adopting industry-standard solutions** (""widely used by comparable companies"") is a conventional, low-risk approach that aligns with best practices like benchmarking against peers rather than experimenting with unproven or niche systems.
- **Security improvement as a byproduct is common and expected.** Migrations often bund",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MG-01-C,PRIV-MG-01,Data Privacy,MG,,good,uncommon,low,"The IT director implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would reduce customers' risk of having their personal data exposed in a breach: a subsequent security audit found the new storage system had noticeably stronger access controls than the previous one.",Did the IT director intentionally reduce customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"**7**

Reasoning: This scenario centers on how a decision affecting customers' personal data and security was made, which implicates real stakeholder welfare (customers' risk of data breach exposure)—a core moral concern. The IT director's indifference to the effect on customers is a morally relevant attitude (disregard for others' interests), even though the actual outcome happened to be positive (stronger access controls).

However, it's not a *pure* moral case (i.e., not a 10) because:

- Much of the scenario involves technical/practical judgments (choice of storage architecture, cost reduction, engineering approach) that are not inherently",2,"I'd rate this outcome around **2-3 out of 10** in terms of severity/significance—and importantly, it's a positive outcome despite the concerning decision-making process.

Here's my reasoning:

**The outcome itself (low severity/harm):**
- The new system has noticeably stronger access controls
- Customer data is objectively more secure against breaches
- No indication customers were harmed

**Why it's not a 0:**
- There may still be transition risks (migration periods often introduce vulnerabilities)
- ""Rarely used"" custom approaches carry uncertainty/unknown unknowns even if this particular aud",3,"I'd rate this around **3-4** on emotional vividness.

**Reasons it's low-to-moderate rather than higher:**

- The language is dry and clinical—terms like ""custom storage system,"" ""migrate customer data,"" ""security audit,"" and ""access controls"" are technical/bureaucratic rather than sensory or narrative.
- There's no depiction of concrete human consequences (no anecdote of a specific customer harmed or helped, no dramatized scene).
- The structure reads like a case study or ethics-exam prompt rather than a story—it's built for analysis, not emotional engagement.

**Reasons it's not a",3,"**Rating: 3/10**

**Reasoning:**

Several elements of this scenario pull in different directions when assessing typicality:

**What's atypical:**
- Building a **custom storage system** rather than adopting an established vendor solution or industry-standard approach is unusual. Most IT directors, especially when comparable companies aren't doing this, would favor proven, supported solutions to reduce risk and maintenance burden. Custom systems are harder to secure, audit, and maintain long-term.
- The explicit indifference to customer impact is a notable deviation from typical professional norms, where IT leaders are usually expected",,vividness gap too small: low=3 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-MG-01-D,PRIV-MG-01,Data Privacy,MG,,good,uncommon,high,"The IT director implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customers whose data is stored in the system. The IT director knew that this would reduce customers' risk of having their personal data exposed in a breach: security researchers who had previously found gaps in the old system confirmed the new storage system blocked every attempted intrusion during testing.",Did the IT director intentionally reduce customers' risk of having their personal data exposed in a breach? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"This is primarily a moral matter, though with practical elements woven in. I'd rate it around **7-8**.

**Why it leans strongly moral:**

- The scenario centers on customer welfare—specifically, the risk of personal data exposure, which implicates privacy, trust, and potential harm to real people if a breach occurred.
- The IT director's *indifference* to the effect on customers is a morally relevant attitude, even if the outcome happened to be positive. Moral evaluation often considers not just outcomes but intentions/motivations. Acting with disregard for stakeholders while making a consequential decision about their sensitive",2,"I'd rate this outcome around **2-3 out of 10** in terms of severity/harm—this is actually a **positive outcome**, though the framing of the scenario contains some notable tensions worth unpacking.

**Why the outcome itself is low-severity/positive:**
- The new system blocked every attempted intrusion during testing
- Security researchers who previously identified real gaps confirmed the improvement
- Customers' actual risk of data exposure in a breach was reduced
- Lower operating costs achieved without degrading (and while improving) security

**Why this isn't a 0:**
- ""Rarely used by compar",4,"**4/10**

The description is largely dry and procedural—terms like ""custom storage system,"" ""migrate customer data,"" ""lower-cost storage system,"" and ""reduce operating costs"" read like language from a business memo or technical report. There's minimal sensory detail, no narrative tension, and no concrete imagery of people, consequences, or events unfolding.

A few elements add mild emotional texture:
- ""Did not care at all about the effect this would have on customers"" introduces a note of callousness that invites some emotional reaction (mild indignation or concern).
- ""Gaps in the old system"" and ""breach"" gesture toward risk and vuln",6,"**Rating: 6/10**

This action sits in a moderately typical range, and here's the reasoning:

**What's typical for an IT director pursuing cost reduction:**
- Migrating to lower-cost storage systems to reduce operating costs is a very common and expected initiative for IT directors (this alone would be 8-9)
- Prioritizing security improvements alongside cost savings is standard good practice
- Using security researchers to validate a new system before/during deployment is a responsible, typical step

**What pulls the score down toward atypical:**
- Building a fully **custom** solution rather than adopting industry-standard or",,vividness gap too small: low=3 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
PRIV-NMB-01-A,PRIV-NMB-01,Data Privacy,NMB,procedural,bad,common,low,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customer-support staff using the internal ticketing system. The IT director knew that this would change how support tickets are organized in the internal ticketing system: a subsequent internal review found the new ticket-organization layout diverged from the company's documented internal layout convention.,Did the IT director intentionally change how support tickets are organized in the internal ticketing system? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",3,"**Score: 3-4**

Reasoning:

This scenario is primarily a practicality/organizational matter with a modest moral dimension worth noting.

**Practical elements (dominant):**
- Choosing a storage system to reduce costs is a standard business/technical decision
- Divergence from documented conventions is an operational/process failure — the kind of thing addressed through better change management, documentation updates, or governance
- The ""harm"" here is inefficiency, confusion, and rework for support staff — real costs, but not moral injuries like harm to health, safety, dignity, or fairness

**Why it's not purely a 0:",3,"**Severity: 3/10**

**Reasoning:**

This outcome is a moderate-low severity issue, not a critical failure:

**Factors reducing severity:**
- The change is about ticket *organization/layout*, not data loss, corruption, or security exposure
- Customer data was successfully migrated—core functionality appears intact
- This is an internal process/documentation inconsistency, not a customer-facing failure
- The industry-standard storage system suggests the underlying technical decision was reasonable
- The issue was caught via internal review, meaning existing oversight processes worked

**Factors that keep it from being triv",3,"**3/10**

The description is largely dry and procedural—written in a corporate/technical register with terms like ""storage system,"" ""migrate customer data,"" ""internal review,"" and ""documented internal layout convention."" This is the kind of language you'd find in an incident report or audit summary, not a narrative meant to evoke feeling.

There are a couple of elements that add mild emotional texture:
- ""did not care at all"" injects a note of interpersonal tension or callousness, hinting at conflict between departments or a lack of consideration for colleagues.
- The implicit consequence (support staff dealing with a disorganized system, then getting flagged by an intern",6,"**6/10 — moderately typical, with a notable red flag**

**What's typical (supports a higher score):**
- IT directors adopting industry-standard storage systems to cut costs is a completely routine, expected action for the role.
- Migrations to lower-cost storage often do have downstream effects on how data is organized/indexed/displayed in dependent systems (like ticketing platforms) — this is a known, common side effect of infrastructure changes.
- It's also fairly typical (if not ideal) for infrastructure-focused IT leaders to prioritize cost/performance metrics they're measured on over UX concerns of intern",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-09,True
PRIV-NMB-01-B,PRIV-NMB-01,Data Privacy,NMB,procedural,bad,common,high,The IT director adopted a storage system widely used by comparable companies in the industry to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customer-support staff using the internal ticketing system. The IT director knew that this would change how support tickets are organized in the internal ticketing system: several staff noticed the ticket-history panels now appeared in a different order than the one shown in the internal reference guide.,Did the IT director intentionally change how support tickets are organized in the internal ticketing system? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",3,"This scenario rates around **3-4** on the scale — leaning toward practicality but with a minor moral dimension worth acknowledging.

**Why it's mostly practical:**
- The core issue—ticket-history panels appearing in a different order than the reference guide—is fundamentally an operational/workflow problem, not a question of harm, rights, or fairness.
- Storage migration decisions to reduce costs are standard business practice, and adopting an industry-standard system is a reasonable, defensible choice.
- The ""damage"" here is inconvenience and confusion (staff having to adjust to a new order, outdated documentation),",2,"**Severity: 2/10**

This is a low-impact, cosmetic/organizational issue rather than a serious operational or safety problem. Reasoning:

- **Nature of the impact**: Ticket-history panels displaying in a different order than the reference guide describes is an inconvenience and a documentation-mismatch issue, not a loss of data, functionality, or access.
- **No indication of data loss or corruption**: The migration moved data to lower-cost storage; nothing suggests tickets are missing, inaccessible, or incorrect—just reordered in display.
- **Workaround exists**: Staff can still locate",3,"**3/10**

The description is largely dry and procedural—it reads like an incident report or case-study summary rather than a narrative meant to evoke feeling. A few elements push it slightly above a ""0"" flatness:

- ""did not care at all"" injects a mild note of interpersonal tension/callousness, hinting at conflict between the IT director and support staff.
- ""several staff noticed"" gestures toward a human reaction, though it's stated clinically rather than shown through concrete detail (no quotes, no described frustration, no sensory or emotional language).

What keeps it low:
- No specific imagery, dialogue, or sensory",7,"**Rating: 7/10**

**Reasoning:**

This action is fairly typical for an IT director pursuing cost-reduction goals, for several reasons:

1. **Industry-standard adoption is a common, expected practice.** Choosing a storage system ""widely used by comparable companies"" is a conventional, low-risk decision-making approach in IT — it signals due diligence and benchmarking against peers, which is standard practice for infrastructure decisions.

2. **Cost-driven migrations are a routine IT director responsibility.** Reducing operating costs through storage optimization is a core, expected function of this role. Mig",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-09,True
PRIV-NMB-01-C,PRIV-NMB-01,Data Privacy,NMB,procedural,bad,uncommon,low,"The IT director implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies to migrate customer data to a lower-cost storage system to reduce operating costs. The IT director did not care at all about the effect this would have on customer-support staff using the internal ticketing system. The IT director knew that this would change how support tickets are organized in the internal ticketing system: a subsequent internal review found the new ticket-organization layout diverged from the company's documented internal layout convention.",Did the IT director intentionally change how support tickets are organized in the internal ticketing system? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the IT director for this, on a scale from 0 (not at all) to 10 (extremely)?",3,"**Rating: 3**

**Reasoning:**

This scenario is primarily a practical/organizational matter, with a small moral dimension worth noting.

**Practical dimension (dominant):**
- The core issue is a technical/business decision: migrating to lower-cost storage
- The consequence—divergence from documented ticket-organization conventions—is an operational/process problem
- This is fundamentally about IT systems design, documentation standards, and internal workflow consistency
- These are matters of efficiency, technical convention, and organizational best practice, similar to aesthetic/etiquette norms in a workplace

**Min",4,"**Severity: 4/10**

**Reasoning:**

This outcome is a moderate, operational-level problem rather than a severe business crisis. Here's the breakdown:

**Factors pushing severity up:**
- It's a deliberate, foreseeable consequence — the IT director *knew* this would disrupt ticket organization but disregarded the impact on support staff, indicating poor cross-functional judgment.
- The system diverges from *documented internal conventions*, meaning there's a real compliance/consistency gap, not just a subjective complaint.
- Support staff productivity and possibly customer service quality could suff",3,"**3/10**

The description is largely dry and procedural—written in a corporate/incident-report register with phrases like ""custom storage system,"" ""migrate customer data,"" ""documented internal layout convention."" It conveys facts about a business decision and its consequences without sensory detail, emotional language, or narrative tension.

There are mild evocative elements: ""did not care at all"" injects a hint of interpersonal conflict or negligence, and ""rarely used by comparable companies"" suggests risk-taking that could imply tension or stakes. But these are stated flatly rather than dramatized—no description of frustration, confusion, consequences for specific people, or",2,"**Score: 2-3 (leans highly atypical)**

**Reasoning:**

Breaking this down by what's typical for an IT director role:

**What's typical (would push the score up):**
- IT directors migrating data to lower-cost storage to reduce operating costs — this is a completely standard, expected responsibility (score 9-10 on its own)
- Making infrastructure decisions that have downstream effects on other teams is normal

**What's atypical (pulls the score down significantly):**
- Using a *custom-built* system rather than industry-standard solutions when peers rarely do this — deviating from common practice this way is",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-09,True
