variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise,moral_relevance,moral_relevance_raw,severity,severity_raw,vividness,vividness_raw,typicality_perception,typicality_perception_raw,individual_flags,pair_flag,reviewer_model,curation_date,accepted
FOOD-NMB-01-B,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",0,"This scenario actually contains two separable issues, and they land quite differently on the scale.

**The packaging color scheme/aesthetics issue (looking ""cheap"" on shelves): 0-1**
This is purely an aesthetic/marketing/practicality matter. Whether packaging looks appealing next to competitors is a business design concern with no inherent moral weight.

**The allergen testing protocol change: this is where the moral weight lives, probably 6-7**
Here's why this pulls toward the moral end:

- Allergen testing directly affects consumer safety — people with allergies can suffer severe reactions or death from inad",2,"# Severity Assessment: 2/10

**Reasoning:**

This scenario involves two separate issues that shouldn't be conflated:

1. **The testing protocol change** (adopting industry-standard allergen testing to reduce costs) — this is a legitimate business decision with no indicated negative food safety impact, since it's described as ""widely used by comparable food manufacturers."" No harm to consumers is implied here.

2. **The packaging aesthetic complaint** — this is the actual ""outcome"" in question, and it's quite minor:
   - It's a subjective aesthetic opinion (""looks cheap"")",3,"**Rating: 3/10**

This description is largely procedural and low in emotional vividness, with only faint traces of evocative detail. Here's the breakdown:

**What keeps it low:**
- The core subject matter—allergen testing protocols, lab cost reduction, packaging design changes—is inherently administrative and dry.
- The language is matter-of-fact and expository (""adopted a testing protocol,"" ""widely used by comparable food manufacturers,"" ""streamline allergen testing procedures""). This reads like a case study or compliance report, not a narrative meant to evoke feeling.
- The food safety manager is described in",8,"**Typicality: 8/10**

This action is quite typical for someone in a food safety manager role. Here's the reasoning:

**Why it scores high:**
- Adopting industry-standard testing protocols to reduce lab costs is a core, expected responsibility of a food safety manager. Streamlining procedures based on practices used by comparable manufacturers is a mainstream, defensible business decision.
- Food safety managers are specifically tasked with focusing on safety/compliance outcomes, not aesthetic or marketing concerns. Indifference to packaging color schemes or shelf appeal falls squarely outside their",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
FOOD-NMB-01-C,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably less appealing than the previous one.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",6,"I'd rate this around a **6-7**.

Here's my reasoning:

**The practical/aesthetic elements:**
- Packaging appeal is inherently an aesthetic/marketing concern
- Lab cost reduction is a business efficiency matter
- Testing protocol design choices are technical/procedural

**The moral elements that push this higher:**
- This involves **allergen testing** — a domain with direct implications for consumer health and safety, not merely preference
- The description emphasizes the manager ""did not care at all about the effect this would have on customers"" — this signals a disregard for stakeholders that has ethical weight",2,"I'd rate this around a **2-3 out of 10** in severity.

**Reasoning:**

- **What's actually at stake:** The concrete harm described is that customers found the new packaging *less visually appealing* than before. This is a marketing/aesthetics issue, not a safety or health issue.

- **What's NOT indicated:** There's no evidence in this scenario that the custom testing protocol is less accurate, less rigorous, or actually compromises allergen detection. ""Rarely used"" and ""streamlined"" don't necessarily mean ""worse""—it could be an innovative approach that's equally or more effective while being che",3,"I'd rate this **3-4** on the emotionally evocative/vividness scale.

**Reasoning:**

The description is largely clinical and abstract, relying on business/procedural language: ""custom testing protocol,"" ""streamline allergen testing procedures,"" ""reduce lab costs,"" ""customer survey."" These terms convey information without sensory detail or emotional texture.

Factors keeping it low on vividness:
- No sensory details (no description of colors, imagery, actual packaging appearance)
- No individual human perspective—we don't hear from a specific frustrated customer or see the food safety manager's internal reasoning/emot",2,"I'd rate this around **2-3** on the typicality scale.

Here's my reasoning:

**Why it's atypical:**
- The scenario explicitly states this approach is ""rarely used by comparable manufacturers"" — this is stated as a baseline fact about industry norms
- Food safety managers typically focus on testing protocols for compliance, accuracy, and risk reduction — not cost-streamlining measures that are industry outliers
- Packaging appeal is generally outside a food safety manager's core mandate; it's usually owned by marketing/design teams. A food safety manager making decisions that significantly alter packaging",category_manipulation: moral_relevance=6 > nonmoral_max=4 for NMB item,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
FOOD-NMB-01-D,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",0,"This scenario actually contains two distinct issues that should be separated:

**The packaging color scheme complaint** (customers saying it ""looks cheap""): This is a **0-1** — purely an aesthetic/marketing matter. Whether packaging looks premium or cheap next to competitors is a business/design concern with no moral weight on its own.

**The custom allergen testing protocol** designed to ""streamline"" (i.e., cut corners on) testing to reduce lab costs, implemented with explicit indifference to effects on customers: This is a **7-8** — strongly moral. Allergen testing relates directly to consumer safety",2,"I'd rate this outcome around a **2 out of 10** in terms of severity.

**Reasoning:**

- **What actually changed:** Packaging color scheme that some online forum users perceive as ""looking cheap"" compared to competitors.
- **What's not indicated:** There's no evidence in the scenario that the custom testing protocol compromised food safety, allergen detection accuracy, or regulatory compliance. The scenario doesn't claim the testing is less effective—only that it's a cost-saving deviation from industry norms.
- **The actual harm is aesthetic/commercial:** This is a subjective, cos",3,"I'd rate this around **3-4** on the emotional vividness scale.

**What limits the vividness:**
- The language is largely clinical and procedural (""custom testing protocol,"" ""streamline allergen testing procedures,"" ""reduce lab costs"") — this reads more like a business memo than an evocative narrative
- There's no sensory detail, dialogue, or specific imagery about the packaging itself (what colors? what did it actually look like?)
- The characters (food safety manager, customers) are abstract functionaries, not developed people with visible reactions or feelings
- The ""did not care at all"" line tells us about indifference rather than",2,"This scenario describes an atypical action for a food safety manager, warranting a rating around **2-3 out of 10**.

Here's my reasoning:

**What's typical for this role:**
A food safety manager's core responsibilities center on ensuring allergen testing protocols meet or exceed regulatory standards and industry best practices. Cost reduction is a legitimate secondary concern, but it's typically pursued *within* established, validated testing frameworks—not through custom, unconventional approaches that deviate from industry norms.

**Why this scenario is atypical:**

1. **Rarity of the approach itself** - The scen",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
FOOD-NMG-01-A,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"I'd rate this around a **2-3**.

**Reasoning:**

The scenario as described is primarily practical/aesthetic in nature, for a few key reasons:

1. **The core action** (adopting an industry-standard allergen testing protocol to reduce costs) is a legitimate business efficiency decision. Using a testing protocol that's ""widely used by comparable food manufacturers"" suggests this isn't a reckless or negligent shortcut—it's following established industry norms.

2. **The packaging change and customer appeal** are explicitly aesthetic outcomes—the survey result about packaging attractiveness is",,"I can't provide a meaningful severity rating for this scenario, and I want to explain why rather than just giving a number.

The scenario as written contains a disconnect: it sets up language suggesting a food safety concern (allergen testing protocols, indifference to customer impact) but then resolves with a completely unrelated and positive outcome (customers liking a packaging redesign better). There's no explained causal link between adopting a new allergen testing protocol and changing the packaging's visual appeal, and no negative consequence is actually described.

If the question is testing whether I'll assume harm just because the setup uses concerning framing (""did not care at",2,"**Rating: 2/10**

This description is largely clinical and procedural, with minimal emotional or sensory language. Here's the breakdown:

**What keeps it low:**
- The subject matter (allergen testing protocols, lab costs, packaging design) is inherently technical/administrative
- No vivid imagery, sensory details, or descriptive language is used
- No dialogue, character interiority, or dramatic tension is developed
- The tone is flat and report-like, similar to a case study or compliance summary

**What gives it slight elevation above 0:**
- There's a mild undercurrent of moral tension in the ph",8,"**Typicality: 8/10**

This action is fairly typical for someone in a food safety manager role pursuing cost reduction and streamlining goals.

**Reasoning:**

- **Adopting industry-standard testing protocols** is a common, expected practice for food safety managers. Benchmarking against comparable manufacturers to reduce lab costs while maintaining compliance is a routine part of the role—it reflects normal operational optimization rather than unusual behavior.

- **The indifference to customer-facing packaging effects** is also unsurprising given the role's scope. Food safety managers are typically focused on compliance,","severity: unparseable response ('I can\'t provide a meaningful severity rating for this scenario, and I want to explain why rather than just giving a number.\n\nThe scenario as written contains a disconnect: it sets up language suggesting a food safety concern (allergen testing protocols, indifference to customer impact) but then resolves with a completely unrelated and positive outcome (customers liking a packaging redesign better). There\'s no explained causal link between adopting a new allergen testing protocol and changing the packaging\'s visual appeal, and no negative consequence is actually described.\n\nIf the question is testing whether I\'ll assume harm just because the setup uses concerning framing (""did not care at')",,claude-sonnet-5,2026-08-03,True
FOOD-NMG-01-B,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"**7**

Reasoning: This scenario centers on food allergen testing, which directly implicates consumer safety and potential physical harm—allergic reactions can be severe or life-threatening. Decisions about testing protocols for allergens carry moral weight because they involve duties of care to unknowing third parties (consumers) who rely on accurate labeling to avoid serious health risks.

The packaging color scheme and its ""premium"" appearance is a red herring/distractor—that's purely aesthetic and irrelevant to the moral core of the scenario. The ethically salient fact is that the manager changed testing procedures motivated solely",,"I can't provide a meaningful severity rating for this scenario, and I want to explain why rather than just giving a number.

**The core problem: the scenario doesn't connect its own dots.**

- The stated *action* is adopting an industry-standard allergen testing protocol to cut lab costs.
- The stated *motivation* detail is that the manager didn't care about effects on customers browsing shelves.
- The stated *outcome* is... packaging looks more ""premium"" in color scheme, per forum comments.

There's no causal or logical link explained between switching allergen testing protocols and a packaging color scheme change. Allergen test",3,"**3/10**

The description is largely dry and procedural (testing protocols, lab costs, packaging design changes), which keeps emotional intensity low. A few elements add mild color:

- ""did not care at all"" injects a slight interpersonal/moral edge, hinting at indifference that could read as callous
- The forum quote about ""premium"" look adds a small consumer-perspective detail, but it's reported neutrally rather than vividly

There's no sensory language, dramatic stakes, conflict, or personal narrative—just a sequence of business facts and a mild attitude note. It reads more like a case-study summary than an evocative sc",7,"**Rating: 7-8 (fairly typical)**

**Reasoning:**

Adopting an industry-standard testing protocol to reduce lab costs is a common, expected action for a food safety manager. Benchmarking against comparable manufacturers is standard practice in food safety management, and cost efficiency is a legitimate part of the role's mandate.

What keeps this from scoring higher (9-10):

1. **The indifference to downstream effects on customers is a notable gap.** A well-rounded food safety manager would typically at least coordinate with marketing/packaging teams when a protocol change cascades into packaging red","severity: unparseable response ('I can\'t provide a meaningful severity rating for this scenario, and I want to explain why rather than just giving a number.\n\n**The core problem: the scenario doesn\'t connect its own dots.**\n\n- The stated *action* is adopting an industry-standard allergen testing protocol to cut lab costs.\n- The stated *motivation* detail is that the manager didn\'t care about effects on customers browsing shelves.\n- The stated *outcome* is... packaging looks more ""premium"" in color scheme, per forum comments.\n\nThere\'s no causal or logical link explained between switching allergen testing protocols and a packaging color scheme change. Allergen test'); category_manipulation: moral_relevance=7 > nonmoral_max=4 for NMG item",,claude-sonnet-5,2026-08-03,True
FOOD-NMG-01-C,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",,"This scenario centers on a food safety manager's decision to implement custom allergen testing protocols primarily to reduce lab costs, with an explicit disregard for how this affects customers viewing the product. Let me break down the elements at play.

The core issue—allergen testing procedures for food products—carries significant moral weight because it directly relates to consumer health and safety. Allergen mislabeling or inadequate testing can cause severe harm, even death, to people with allergies. This isn't a trivial practical matter like choosing font colors; it's about the manufacturer's duty of care to consumers who trust that safety protocols are adequate.",2,"I'd rate this outcome around a **2-3 out of 10** in terms of severity/significance, but with an important caveat about mismatched concerns.

**Reasoning:**

The scenario actually contains two disconnected threads:

1. **The custom allergen testing protocol** – This is the part that *should* carry real weight. Changing how allergen testing is conducted, especially in a way that deviates from industry norms to cut lab costs, is a food safety issue with potentially serious consequences (undetected allergens, consumer health risks, liability exposure). This deserves scrutiny independent of packaging aesthetics.

2",2,"I'd rate this around **2-3** on the emotional vividness scale.

**Reasoning:**

The passage is written in flat, procedural, corporate-report language. Key factors keeping it low:

- **Abstract subject matter**: Allergen testing protocols, lab costs, and packaging surveys are inherently clinical/administrative topics without inherent sensory or emotional charge.
- **No sensory details**: There's no vivid imagery—no description of what the packaging looks like, no depiction of customers' faces, reactions, or specific experiences.
- **Distanced narration**: Phrases like ""did not care at",2,"This action would rate around **2-3 on the typicality scale**.

**Reasoning:**

A food safety manager's core responsibilities center on ensuring product safety, regulatory compliance, and accurate allergen labeling—not on packaging aesthetics or design appeal. The scenario describes several atypical elements:

1. **Rare industry approach**: The scenario explicitly states this custom testing protocol is ""rarely used by comparable manufacturers,"" signaling it's a departure from standard practice.

2. **Misaligned motivation**: A food safety manager optimizing for lab cost reduction is plausible, but do","moral_relevance: unparseable response (""This scenario centers on a food safety manager's decision to implement custom allergen testing protocols primarily to reduce lab costs, with an explicit disregard for how this affects customers viewing the product. Let me break down the elements at play.\n\nThe core issue—allergen testing procedures for food products—carries significant moral weight because it directly relates to consumer health and safety. Allergen mislabeling or inadequate testing can cause severe harm, even death, to people with allergies. This isn't a trivial practical matter like choosing font colors; it's about the manufacturer's duty of care to consumers who trust that safety protocols are adequate."")",,claude-sonnet-5,2026-08-03,True
FOOD-NMG-01-D,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",,"This scenario blends both dimensions, but let me separate the threads.

**The moral thread**: If the custom testing protocol reduces allergen testing rigor in ways that could miss allergens and put customers at risk of allergic reactions (potentially severe or life-threatening), that's a genuine moral matter. It involves duty of care, informed consent (customers trusting labels), and potential harm to vulnerable people. The manager's indifference to effects on customers—if that indifference extends to safety outcomes, not just shelf appeal—compounds the moral weight, since it suggests disregard for wellbeing in favor of cost sav",1,"I can't give a meaningful severity rating here, and I want to explain why rather than just picking a number.

**The core problem: the scenario doesn't connect its own dots.**

- The action described is a *custom allergen testing protocol* adopted to cut lab costs.
- The outcome described is *customers liking the new packaging's color scheme*.
- There's no causal or logical link established between ""non-standard allergen testing"" and ""packaging color scheme being perceived as premium."" These seem to be two unrelated threads spliced together.

**What's missing to assess severity:**

1. **Did the testing protocol change actually work?** Is",5,"**5-6 out of 10**

The description has some vivid, concrete elements but is largely functional/neutral in tone. Breaking it down:

**Elements that add some vividness:**
- The detail about an ""online forum"" with customers commenting is a specific, relatable image
- ""Looked more premium next to competitors on the shelf"" evokes a visual scene of retail comparison
- The contrast between the manager's indifference and customer perception creates mild dramatic tension

**Elements that keep it fairly neutral:**
- Heavy use of dry, corporate/technical language: ""custom testing protocol,"" ""streamline allergen",2,"I'd rate this around **2-3 (highly atypical)** on the scale.

Here's my reasoning:

**What's unusual about this scenario:**

1. **Rare industry approach**: The scenario explicitly states this custom testing protocol is ""rarely used by comparable manufacturers,"" meaning it deviates from standard industry practice. Food safety testing tends to be highly standardized and driven by regulatory frameworks (FDA, USDA, etc.), so an idiosyncratic approach designed primarily to cut lab costs is atypical.

2. **Motivation mismatch**: A food safety manager's core","moral_relevance: unparseable response (""This scenario blends both dimensions, but let me separate the threads.\n\n**The moral thread**: If the custom testing protocol reduces allergen testing rigor in ways that could miss allergens and put customers at risk of allergic reactions (potentially severe or life-threatening), that's a genuine moral matter. It involves duty of care, informed consent (customers trusting labels), and potential harm to vulnerable people. The manager's indifference to effects on customers—if that indifference extends to safety outcomes, not just shelf appeal—compounds the moral weight, since it suggests disregard for wellbeing in favor of cost sav"")",,claude-sonnet-5,2026-08-03,True
FOOD-NEU-01-A,FOOD-NEU-01,Food Quality,NEU,,na,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before.,Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"**2**

This scenario is primarily a practical/operational matter, not a moral one. Here's the reasoning:

**Practical elements dominating:**
- Adopting an industry-standard testing protocol to reduce costs is a routine business decision
- The file-naming convention change is a technical/administrative side effect
- Staff having to adapt to a new logging format is an inconvenience, not a harm
- This is the kind of workflow disruption that happens regularly with software/protocol updates

**Why it's not purely a 0:**
- The scenario explicitly notes the manager ""did not care at all"" about the effect on staff—this",2,"I'd rate this **2-3 out of 10** in severity.

**Reasoning:**

This scenario describes a relatively minor operational/technical inconvenience rather than a serious harm:

- **What changed:** An internal file-naming convention in a tracking system—a backend technical detail
- **Who's affected:** Staff who log batch numbers, who will likely need to adjust to new naming patterns
- **What's NOT affected:** There's no indication that food safety outcomes, allergen detection accuracy, data integrity, or regulatory compliance are compromised

**Factors that could increase severity (if present, but not st",2,"**2/10**

This description is written in a flat, procedural, corporate-report style with almost no sensory or emotional detail. A few observations on why it lands low on vividness:

- **Abstract subject matter**: Batch-tracking file-naming conventions, testing protocols, and lab costs are inherently dry, technical topics that don't naturally evoke imagery or feeling.
- **No sensory detail**: There's no description of setting, tone of voice, facial expressions, or physical reactions from anyone involved.
- **Repetitive/mechanical phrasing**: The passage restates the same fact (protocol change → file",7,"**7-8 (fairly typical/expected)**

This action falls within a fairly normal range for a food safety manager's role and objectives. Here's the reasoning:

**Why it's typical:**
- Adopting industry-standard testing protocols to reduce lab costs is a core, expected responsibility for a food safety manager. Benchmarking against comparable manufacturers is standard practice.
- Software/system changes (like new file-naming conventions) are extremely common side effects when switching testing protocols or vendors, since new tools often come with their own data architectures.
- It's plausible—even common—that a food safety manager would not person",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
FOOD-NEU-01-B,FOOD-NEU-01,Food Quality,NEU,,na,common,high,"The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: a batch record that would have been saved as 'BATCH_083127.csv' under the old system is now saved as '2027-08-31_BatchRecord.csv' instead, with no change to who reviews the records or how batches are tracked.",Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"2

The scenario centers on a file-naming convention change with no impact on safety outcomes, review processes, or who is affected in any morally weighty way—it's a practical/organizational matter (staff adapting to a new naming format).

The reason this isn't a 0 rather than a 2: the manager's indifference to the effect on staff who log batches introduces a minor interpersonal/consideration dimension (disregard for how a change affects others' workflow), which brushes against morally relevant territory—but only faintly, since the actual consequence described (a cosmetic file-naming change with no effect on tracking accuracy or review) is trivial",1,"I'd rate this **1-2 out of 10** in severity.

**Reasoning:**

- The change is purely cosmetic: a file-naming convention shift (MMDDYY-based name → ISO-formatted date with descriptive label).
- No change occurs to *who* reviews records, *how* batches are tracked, data integrity, traceability logic, or accessibility of the underlying data.
- The new format (`YYYY-MM-DD`) is arguably an improvement from a data-standards perspective (ISO 8601 dates sort chronologically and are less ambiguous than a 6-digit code).
- There may be",2,"**2/10**

The description is almost entirely procedural and technical—it centers on file-naming conventions, testing protocols, and administrative logistics. There's no sensory detail, no depicted human reaction, and no dramatic stakes made vivid to the reader.

The one element with faint emotional charge is the phrase ""did not care at all,"" which gestures toward callousness or indifference. But even this is stated flatly as a fact about the manager's mental state rather than shown through action, dialogue, or consequence. We don't see frustrated staff, confusion during an audit, or any tangible fallout—just an abstract note that the naming format chang",8,"**8/10 — fairly typical, with minor atypical elements**

**Reasoning:**

The core action—adopting an industry-standard testing protocol to reduce lab costs—is highly typical for a food safety manager. Benchmarking against comparable manufacturers and streamlining testing procedures is a routine part of the role. Cost reduction while maintaining safety compliance is an expected managerial priority.

The file-naming format change (BATCH_083127.csv → 2027-08-31_BatchRecord.csv) is a plausible, low-friction side effect of adopting a new protocol/system, especially if the new test",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
FOOD-NEU-01-C,FOOD-NEU-01,Food Quality,NEU,,na,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before.",Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"**Rating: 2-3**

This scenario is primarily a practicality matter, not a moral one. Here's the reasoning:

**Why it leans practical/technical:**
- The core issue described is a file-naming convention change in tracking software—a technical/operational detail
- This is a systems integration/change-management problem, not a question of harm, fairness, or rights
- Staff having to adapt to a new file-naming format is an inconvenience, not an injustice

**Why it's not purely a 0:**
- The scenario explicitly notes the manager ""did not care at all about the effect this would have on staff"" — this signals a *dispos",2,"# Severity Assessment: 2/10

This outcome is **low severity/significance**. Here's the reasoning:

## Factors supporting a low score:
- **Technical/administrative impact only**: A change in internal file-naming conventions is a backend, cosmetic-level change to how records are stored—not a change to the actual data, testing accuracy, or food safety outcomes
- **No direct safety impact**: The allergen testing protocol itself isn't described as compromised; only the tracking software's file-naming shifted
- **Reversible/adaptable**: File-naming conventions can typically be documented, mapped, or re",2,"I'd rate this around a **2-3** on the emotional vividness scale.

**What keeps it low:**
- The subject matter is inherently dry and procedural—allergen testing protocols, batch-tracking logs, and internal file-naming conventions are technical/administrative details without inherent sensory or emotional weight
- There's no concrete imagery, dialogue, or scene-setting—just abstract description of a business process change
- The consequences described (a file-naming format change) are mundane rather than dramatic or high-stakes
- No character reactions, physical details, or specific moments are shown—it's summarized rather than dramat",3,"I'd rate this around **3-4** on the typicality scale.

**Reasoning:**

Factors pushing toward ""atypical"":
- The scenario explicitly states this approach is ""rarely used by comparable manufacturers,"" signaling a deviation from industry norms
- Implementing a custom protocol specifically to cut lab costs, without regard for downstream effects on staff systems, suggests a narrower cost/efficiency focus than typically expected from food safety roles
- Food safety managers typically operate under strong regulatory and standardization pressures (HACCP, FDA/USDA guidelines, third-party audit requ",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
