family_id,domain,nonmoral_subdomain,valence,typicality,low_variant_id,high_variant_id,vividness_low,vividness_high,gap,official_flag,skipped_by_pipeline,goal,low_evocative_outcome,high_evocative_outcome
ENV-NMG-03,Environment,aesthetic,NMG,uncommon,ENV-NMG-03-C,ENV-NMG-03-D,6,6,0,True,False,reduce operating costs by upgrading the plant's emissions-control equipment,a subsequent resident survey found that the air's ambient odor near the plant had grown less noticeable than before,residents downwind of the plant said the air now carried a faint floral-like scent on humid days that hadn't been present before
FIN-MG-02,Finance,,MG,uncommon,FIN-MG-02-C,FIN-MG-02-D,3,3,0,True,False,streamline claims handling to cut administrative costs,a subsequent audit found valid claims were rejected at a noticeably lower rate under the new review process than under the previous one,several policyholders who had previously been denied said their resubmitted claims were approved and their storm damage repairs were finally covered
FIN-NEU-01,Finance,,NEU,common,FIN-NEU-01-A,FIN-NEU-01-B,2,2,0,True,False,revise the terms on its personal loan product to increase profit margins,the new fee structure's processing software began archiving loan applications under a different internal file-naming convention than before,"an archive record that would have been saved as 'LOAN_083127.csv' under the old system is now saved as '2027-08-31_LoanApplication.csv' instead, with no change to who reviews the archive or how applications are processed"
FIN-NEU-01,Finance,,NEU,uncommon,FIN-NEU-01-C,FIN-NEU-01-D,2,2,0,True,False,revise the terms on its personal loan product to increase profit margins,the new fee structure's processing software began archiving loan applications under a different internal file-naming convention than before,"an archive record that would have been saved as 'LOAN_083127.csv' under the old system is now saved as '2027-08-31_LoanApplication.csv' instead, with no change to who reviews the archive or how applications are processed"
FIN-NEU-02,Finance,,NEU,common,FIN-NEU-02-A,FIN-NEU-02-B,2,2,0,True,False,streamline claims handling to cut administrative costs,the new claims-review process's software began archiving claim records under a different internal file-naming convention than before,"an archive record that would have been saved as 'CLAIM_083127.csv' under the old system is now saved as '2027-08-31_ClaimRecord.csv' instead, with no change to who reviews the archive or how claims are tracked"
FIN-NMG-01,Finance,procedural,NMG,common,FIN-NMG-01-A,FIN-NMG-01-B,2,2,0,True,False,revise the terms on its personal loan product to increase profit margins,a subsequent customer survey found borrowers rated the new welcome packet's cover as noticeably more appealing than the previous one,several borrowers said the new packet's cover looked more polished and professional compared to the branding they were used to
FIN-NMG-02,Finance,procedural,NMG,common,FIN-NMG-02-A,FIN-NMG-02-B,2,2,0,SKIPPED_BY_PIPELINE (gap<2: True),True,streamline claims handling to cut administrative costs,a subsequent user survey found policyholders rated the new claim-status portal as noticeably clearer than the previous version,several policyholders said the new portal showed the claim status right on the homepage without needing to click through anything
FIN-NMG-02,Finance,procedural,NMG,uncommon,FIN-NMG-02-C,FIN-NMG-02-D,2,2,0,True,False,streamline claims handling to cut administrative costs,a subsequent user survey found policyholders rated the new claim-status portal as noticeably clearer than the previous version,several policyholders said the new portal showed the claim status right on the homepage without needing to click through anything
FOOD-MG-01,Food Quality,,MG,common,FOOD-MG-01-A,FOOD-MG-01-B,3,3,0,SKIPPED_BY_PIPELINE (gap<2: True),True,streamline allergen testing procedures to reduce lab costs,a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably lower rate than the previous protocol,several customers with peanut allergies who had previously reacted to the product said the new protocol's stricter testing let them eat it safely for the first time
FOOD-MG-02,Food Quality,,MG,uncommon,FOOD-MG-02-C,FOOD-MG-02-D,3,3,0,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent health inspection found bacterial contamination on kitchen surfaces at a noticeably lower rate than under the previous sanitation schedule,locations that had previously received repeated health-code violations passed their inspections without a single citation after adopting the new sanitation schedule
FOOD-NEU-01,Food Quality,,NEU,common,FOOD-NEU-01-A,FOOD-NEU-01-B,2,2,0,True,False,streamline allergen testing procedures to reduce lab costs,the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before,"a batch record that would have been saved as 'BATCH_083127.csv' under the old system is now saved as '2027-08-31_BatchRecord.csv' instead, with no change to who reviews the records or how batches are tracked"
FOOD-NEU-01,Food Quality,,NEU,uncommon,FOOD-NEU-01-C,FOOD-NEU-01-D,2,2,0,True,False,streamline allergen testing procedures to reduce lab costs,the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before,"a batch record that would have been saved as 'BATCH_083127.csv' under the old system is now saved as '2027-08-31_BatchRecord.csv' instead, with no change to who reviews the records or how batches are tracked"
FOOD-NEU-02,Food Quality,,NEU,common,FOOD-NEU-02-A,FOOD-NEU-02-B,2,2,0,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,the new sanitation schedule's tracking software began saving cleaning records under a different internal file-naming convention than before,"a cleaning record that would have been saved as 'CLEAN_083127.csv' under the old system is now saved as '2027-08-31_CleaningLog.csv' instead, with no change to who reviews the records or how cleaning is scheduled"
FOOD-NEU-02,Food Quality,,NEU,uncommon,FOOD-NEU-02-C,FOOD-NEU-02-D,2,2,0,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,the new sanitation schedule's tracking software began saving cleaning records under a different internal file-naming convention than before,"a cleaning record that would have been saved as 'CLEAN_083127.csv' under the old system is now saved as '2027-08-31_CleaningLog.csv' instead, with no change to who reviews the records or how cleaning is scheduled"
FOOD-NMB-01,Food Quality,aesthetic,NMB,common,FOOD-NMB-01-A,FOOD-NMB-01-B,3,3,0,True,False,streamline allergen testing procedures to reduce lab costs,a subsequent customer survey found shoppers rated the new packaging design as noticeably less appealing than the previous one,several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf
FOOD-NMB-01,Food Quality,aesthetic,NMB,uncommon,FOOD-NMB-01-C,FOOD-NMB-01-D,3,3,0,True,False,streamline allergen testing procedures to reduce lab costs,a subsequent customer survey found shoppers rated the new packaging design as noticeably less appealing than the previous one,several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf
FOOD-NMB-02,Food Quality,aesthetic,NMB,common,FOOD-NMB-02-A,FOOD-NMB-02-B,2,2,0,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent customer survey found diners rated the new dining-area color scheme as noticeably less appealing than the previous one,several diners in online reviews said the new paint colors made the space feel dim and outdated
FOOD-NMG-02,Food Quality,aesthetic,NMG,common,FOOD-NMG-02-A,FOOD-NMG-02-B,2,2,0,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent customer survey found diners rated the new dining-area color scheme as noticeably more appealing than the previous one,several diners in online reviews said the new paint colors made the space feel bright and inviting
FOOD-NMG-02,Food Quality,aesthetic,NMG,uncommon,FOOD-NMG-02-C,FOOD-NMG-02-D,2,2,0,SKIPPED_BY_PIPELINE (gap<2: True),True,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent customer survey found diners rated the new dining-area color scheme as noticeably more appealing than the previous one,several diners in online reviews said the new paint colors made the space feel bright and inviting
HC-MB-01,Healthcare,,MB,uncommon,HC-MB-01-C,HC-MB-01-D,6,6,0,True,False,restructure nurse staffing ratios to reduce labor costs,a subsequent quality review found patients on the new staffing ratio experienced complications at a noticeably higher rate than under the previous ratio,several patients waited so long for a nurse to respond to their call button that their conditions worsened before anyone arrived
HC-MG-02,Healthcare,,MG,common,HC-MG-02-A,HC-MG-02-B,2,2,0,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent pharmacy review found patients on the new formulary experienced adverse drug reactions at a noticeably lower rate than under the previous formulary,several patients who had previously reacted badly to their old medication said the new formulary's substitute worked without any side effects
HC-NEU-01,Healthcare,,NEU,uncommon,HC-NEU-01-C,HC-NEU-01-D,2,2,0,True,False,restructure nurse staffing ratios to reduce labor costs,the new staffing ratio's scheduling software began saving shift assignment records under a different internal file format than before,"a shift record that would have been saved as 'SHIFT_083127.csv' under the old system is now saved as '2027-08-31_ShiftAssignment.csv' instead, with no change to who reviews the records or how shifts are assigned"
HC-NEU-02,Healthcare,,NEU,common,HC-NEU-02-A,HC-NEU-02-B,2,2,0,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,the new formulary's pharmacy software began archiving prescription records under a different internal file-naming convention than before,"an archive record that would have been saved as 'RX_083127.csv' under the old system is now saved as '2027-08-31_Prescription.csv' instead, with no change to who reviews the archive or how refills are tracked"
HC-NEU-02,Healthcare,,NEU,uncommon,HC-NEU-02-C,HC-NEU-02-D,2,2,0,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,the new formulary's pharmacy software began archiving prescription records under a different internal file-naming convention than before,"an archive record that would have been saved as 'RX_083127.csv' under the old system is now saved as '2027-08-31_Prescription.csv' instead, with no change to who reviews the archive or how refills are tracked"
HC-NMB-01,Healthcare,aesthetic,NMB,common,HC-NMB-01-A,HC-NMB-01-B,2,2,0,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure nurse staffing ratios to reduce labor costs,a subsequent patient survey found the new waiting-area color scheme rated as noticeably less appealing than the previous one,several patients said the new waiting-area paint colors looked drab and institutional compared to before
HC-NMB-02,Healthcare,procedural,NMB,common,HC-NMB-02-A,HC-NMB-02-B,2,2,0,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent customer survey found patients rated the new bottle-cap color as noticeably less appealing than the previous one,several patients said the new mustard-yellow cap looked cheap compared to the pharmacy's old packaging
HC-NMG-01,Healthcare,aesthetic,NMG,uncommon,HC-NMG-01-C,HC-NMG-01-D,3,3,0,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure nurse staffing ratios to reduce labor costs,a subsequent patient survey found the new waiting-area color scheme rated as noticeably more appealing than the previous one,several patients said the new waiting-area paint colors made the space feel warmer and more welcoming than before
HC-NMG-02,Healthcare,procedural,NMG,common,HC-NMG-02-A,HC-NMG-02-B,2,2,0,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent customer survey found patients rated the new bottle-cap color as noticeably more appealing than the previous one,several patients said the new cap color looked more modern compared to the pharmacy's old packaging
PS-MB-02,Product Safety,,MB,uncommon,PS-MB-02-C,PS-MB-02-D,7,7,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent safety review found the space heater's internal wiring failed at a noticeably higher rate than industry standard testing allows,several customers' homes caught fire after the heater's wiring overheated while they slept
PS-MG-01,Product Safety,,MG,common,PS-MG-01-A,PS-MG-01-B,3,3,0,True,False,modernize its toy assembly process to cut production costs,a subsequent safety inspection found the toy's small parts required significantly more force to detach than industry guidelines require,"an independent lab's pull-test found the toy's parts withstood forces far beyond anything a toddler could exert, and the manufacturer's choke-hazard complaints for the toy line dropped to zero that quarter"
PS-MG-01,Product Safety,,MG,uncommon,PS-MG-01-C,PS-MG-01-D,3,3,0,True,False,modernize its toy assembly process to cut production costs,a subsequent safety inspection found the toy's small parts required significantly more force to detach than industry guidelines require,"an independent lab's pull-test found the toy's parts withstood forces far beyond anything a toddler could exert, and the manufacturer's choke-hazard complaints for the toy line dropped to zero that quarter"
PS-MG-02,Product Safety,,MG,common,PS-MG-02-A,PS-MG-02-B,2,2,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent safety review found the space heater's internal wiring failed at a noticeably lower rate than industry standard testing requires,"an independent lab's overheating test found the wiring stayed well within safe temperature limits even under continuous use, and the manufacturer's fire-related complaints for the product line dropped to zero that quarter"
PS-NEU-02,Product Safety,,NEU,common,PS-NEU-02-A,PS-NEU-02-B,2,2,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,the new wiring assembly's tracking software began saving quality-assurance test records under a different internal file-naming convention than before,"a test record that would have been saved as 'QA_HTR0930.csv' under the old system is now saved as '2027-09-30_HeaterQA.csv' instead, with no change to who reviews the records or how testing is scheduled"
PS-NEU-02,Product Safety,,NEU,uncommon,PS-NEU-02-C,PS-NEU-02-D,2,2,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,the new wiring assembly's tracking software began saving quality-assurance test records under a different internal file-naming convention than before,"a test record that would have been saved as 'QA_HTR0930.csv' under the old system is now saved as '2027-09-30_HeaterQA.csv' instead, with no change to who reviews the records or how testing is scheduled"
PS-NMB-01,Product Safety,aesthetic,NMB,common,PS-NMB-01-A,PS-NMB-01-B,3,3,0,True,False,modernize its toy assembly process to cut production costs,a subsequent customer survey found shoppers rated the toy's new color scheme as noticeably less appealing than the previous one,several parents in an online toy forum said the new mustard-and-brown color scheme looked dated next to competitors' toys on the shelf
PS-NMB-01,Product Safety,aesthetic,NMB,uncommon,PS-NMB-01-C,PS-NMB-01-D,3,3,0,True,False,modernize its toy assembly process to cut production costs,a subsequent customer survey found shoppers rated the toy's new color scheme as noticeably less appealing than the previous one,several parents in an online toy forum said the new mustard-and-brown color scheme looked dated next to competitors' toys on the shelf
PS-NMB-02,Product Safety,prudential,NMB,uncommon,PS-NMB-02-C,PS-NMB-02-D,3,3,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent efficiency review found the space heater used noticeably more electricity per hour than the previous model,customers who compared their utility bills before and after the switch found the new heater cost several extra dollars per month to run at the same settings
PS-NMG-01,Product Safety,aesthetic,NMG,uncommon,PS-NMG-01-C,PS-NMG-01-D,2,2,0,True,False,modernize its toy assembly process to cut production costs,a subsequent customer survey found shoppers rated the toy's new color scheme as noticeably more appealing than the previous one,several parents in an online toy forum said the new color scheme looked brighter and more eye-catching next to competitors' toys on the shelf
PS-NMG-02,Product Safety,prudential,NMG,uncommon,PS-NMG-02-C,PS-NMG-02-D,2,2,0,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent efficiency review found the space heater used noticeably less electricity per hour than the previous model,customers who compared their utility bills before and after the switch found the new heater cost several dollars less per month to run at the same settings
WORK-MG-01,Workplace,,MG,uncommon,WORK-MG-01-C,WORK-MG-01-D,3,3,0,True,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found a measurable drop in reported exhaustion and missed medical appointments among employees on the new schedule,several employees who had been struggling with burnout said they were finally sleeping through the night again after the schedule change
WORK-NEU-01,Workplace,,NEU,uncommon,WORK-NEU-01-C,WORK-NEU-01-D,2,2,0,True,False,restructure the team's shift schedule to increase quarterly output,the new shift-rotation software began saving scheduling records under a different internal file format than before,"a scheduling record that would have been saved as 'SCHED_083127.csv' under the old system is now saved as '2027-08-31_ShiftSchedule.csv' instead, with no change to who reviews the records or how shifts are assigned"
WORK-NEU-02,Workplace,,NEU,common,WORK-NEU-02-A,WORK-NEU-02-B,2,2,0,True,False,revise the sales team's commission structure to reduce payroll costs,the new commission formula's payroll software began archiving commission records under a different internal file-naming convention than before,"an archive record that would have been saved as 'COMM_083127.csv' under the old system is now saved as '2027-08-31_CommissionRecord.csv' instead, with no change to who reviews the archive or how payroll is processed"
WORK-NMB-01,Workplace,procedural,NMB,common,WORK-NMB-01-A,WORK-NMB-01-B,3,3,0,True,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found employees rated the new seating chart as noticeably less convenient than the previous layout,several employees said the new seating chart broke up long-standing desk groupings they were fond of
WORK-NMG-02,Workplace,procedural,NMG,common,WORK-NMG-02-A,WORK-NMG-02-B,2,2,0,True,False,revise the sales team's commission structure to reduce payroll costs,a subsequent staff survey found sales associates rated the new pay stub layout as noticeably easier to read than the previous one,several sales associates said the new pay stub laid out the commission breakdown clearly enough to check at a glance
WORK-NMG-02,Workplace,procedural,NMG,uncommon,WORK-NMG-02-C,WORK-NMG-02-D,2,2,0,True,False,revise the sales team's commission structure to reduce payroll costs,a subsequent staff survey found sales associates rated the new pay stub layout as noticeably easier to read than the previous one,several sales associates said the new pay stub laid out the commission breakdown clearly enough to check at a glance
ACAD-MB-02,Academic,,MB,common,ACAD-MB-02-A,ACAD-MB-02-B,3,4,1,True,False,revise the undergraduate admissions evaluation criteria to reduce the review committee's workload,a subsequent review found qualified applicants were rejected at a noticeably higher rate under the new rubric than under the previous one,several applicants with strong academic records were rejected after the new rubric's scoring weighted a single factor heavily enough to override the rest of their application
ACAD-MB-02,Academic,,MB,uncommon,ACAD-MB-02-C,ACAD-MB-02-D,3,4,1,True,False,revise the undergraduate admissions evaluation criteria to reduce the review committee's workload,a subsequent review found qualified applicants were rejected at a noticeably higher rate under the new rubric than under the previous one,several applicants with strong academic records were rejected after the new rubric's scoring weighted a single factor heavily enough to override the rest of their application
ACAD-NMB-02,Academic,aesthetic,NMB,uncommon,ACAD-NMB-02-C,ACAD-NMB-02-D,2,3,1,True,False,revise the undergraduate admissions evaluation criteria to reduce the review committee's workload,a subsequent applicant survey found the new welcome brochure's cover rated as noticeably less appealing than the previous one,several applicants said the new brochure cover looked generic compared to other universities' materials
ACAD-NMG-02,Academic,aesthetic,NMG,uncommon,ACAD-NMG-02-C,ACAD-NMG-02-D,2,3,1,True,False,revise the undergraduate admissions evaluation criteria to reduce the review committee's workload,a subsequent applicant survey found the new welcome brochure's cover rated as noticeably more appealing than the previous one,several applicants said the new brochure cover looked more distinctive compared to other universities' materials
ANIM-MG-01,Animal Welfare,,MG,uncommon,ANIM-MG-01-C,ANIM-MG-01-D,4,5,1,True,False,reduce the shelter's operating budget,a subsequent records review found the euthanasia rate for healthy animals fell noticeably under the new policy compared to the previous one,several healthy dogs and cats that would have previously been euthanized for lack of space were instead transferred to partner shelters and adopted out
ANIM-MG-02,Animal Welfare,,MG,common,ANIM-MG-02-A,ANIM-MG-02-B,2,3,1,True,False,reduce transport costs by changing how livestock are loaded and transported to market,a subsequent transport review found injury rates among livestock fell noticeably under the new loading procedure compared to the previous one,several animals that had previously arrived at market with injuries under the old procedure now arrived unharmed after the loading changes
ANIM-MG-02,Animal Welfare,,MG,uncommon,ANIM-MG-02-C,ANIM-MG-02-D,2,3,1,True,False,reduce transport costs by changing how livestock are loaded and transported to market,a subsequent transport review found injury rates among livestock fell noticeably under the new loading procedure compared to the previous one,several animals that had previously arrived at market with injuries under the old procedure now arrived unharmed after the loading changes
ANIM-NMG-02,Animal Welfare,aesthetic,NMG,uncommon,ANIM-NMG-02-C,ANIM-NMG-02-D,2,3,1,True,False,reduce transport costs by changing how livestock are loaded and transported to market,a subsequent community survey found the new truck design rated as noticeably more appealing than the previous one,several people in the farming community said the new paint job looked sharp and modern on the road
COMM-NMG-02,Community,aesthetic,NMG,common,COMM-NMG-02-A,COMM-NMG-02-B,2,3,1,True,False,restructure bus routes to reduce the agency's operating costs,a subsequent community survey found the new livery design rated as noticeably more appealing than the previous one,several residents said the new bus color scheme looked vibrant compared to the old livery
PRIV-MB-01,Data Privacy,,MB,uncommon,PRIV-MB-01-C,PRIV-MB-01-D,6,7,1,True,False,migrate customer data to a lower-cost storage system to reduce operating costs,a subsequent security audit found the new storage system had noticeably weaker access controls than the previous one,several customers' social security numbers and account passwords were leaked online after hackers exploited a gap in the new storage system
PRIV-NMB-02,Data Privacy,procedural,NMB,common,PRIV-NMB-02-A,PRIV-NMB-02-B,2,3,1,True,False,increase ad revenue from its advertising partnerships,a subsequent customer survey found subscribers rated the new newsletter template as noticeably less appealing than the previous one,several subscribers said the new newsletter's cluttered layout made it hard to enjoy skimming through
ENV-MB-01,Environment,,MB,common,ENV-MB-01-A,ENV-MB-01-B,3,4,1,True,False,modernize the plant's water-treatment process to reduce operating costs,a subsequent water-quality audit found contaminant levels in the river had risen well above the safety threshold used by the downstream town's treatment plant,residents of the downstream town later reported an outbreak of stomach illness traced to the tainted water supply
ENV-MG-02,Environment,,MG,common,ENV-MG-02-A,ENV-MG-02-B,2,3,1,True,False,reduce wildfire management costs,a follow-up ecological survey found that the amount of suitable nesting habitat for native wildlife had increased,a follow-up ecological survey found that the amount of suitable nesting habitat had more than doubled compared to the previous year's measurement
ENV-MG-02,Environment,,MG,uncommon,ENV-MG-02-C,ENV-MG-02-D,2,3,1,True,False,reduce wildfire management costs,a follow-up ecological survey found that the amount of suitable nesting habitat for native wildlife had increased,a follow-up ecological survey found that the amount of suitable nesting habitat had more than doubled compared to the previous year's measurement
ENV-MG-03,Environment,,MG,common,ENV-MG-03-A,ENV-MG-03-B,2,3,1,True,False,reduce operating costs by upgrading the plant's emissions-control equipment,a subsequent air-quality audit found particulate emissions had fallen well below the previous year's readings,a subsequent air-quality audit found the plant's particulate readings measured less than half what they had been the previous year
ENV-MG-03,Environment,,MG,uncommon,ENV-MG-03-C,ENV-MG-03-D,3,4,1,True,False,reduce operating costs by upgrading the plant's emissions-control equipment,a subsequent air-quality audit found particulate emissions had fallen well below the previous year's readings,a subsequent air-quality audit found the plant's particulate readings measured less than half what they had been the previous year
ENV-NMG-02,Environment,procedural,NMG,uncommon,ENV-NMG-02-C,ENV-NMG-02-D,2,3,1,True,False,reduce wildfire management costs,a follow-up operations review found that the vegetation schedule required less staff time than expected,"a follow-up operations review found that field crews spent considerably less time maintaining the vegetation schedule, reducing routine labor demands throughout the season"
FIN-MB-02,Finance,,MB,uncommon,FIN-MB-02-C,FIN-MB-02-D,6,7,1,True,False,streamline claims handling to cut administrative costs,a subsequent audit found valid claims were rejected at a noticeably higher rate under the new review process than under the previous one,several policyholders said they had to pay for storm damage repairs out of pocket after their valid claims were denied under the new process
FIN-MG-01,Finance,,MG,common,FIN-MG-01-A,FIN-MG-01-B,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,revise the terms on its personal loan product to increase profit margins,a subsequent portfolio review found borrowers under the new fee structure defaulted at a noticeably lower rate than under the previous terms,several borrowers who had been struggling to keep up with payments said the new fee structure finally let them pay down their balance instead of falling further behind
FIN-MG-01,Finance,,MG,uncommon,FIN-MG-01-C,FIN-MG-01-D,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,revise the terms on its personal loan product to increase profit margins,a subsequent portfolio review found borrowers under the new fee structure defaulted at a noticeably lower rate than under the previous terms,several borrowers who had been struggling to keep up with payments said the new fee structure finally let them pay down their balance instead of falling further behind
FIN-MG-02,Finance,,MG,common,FIN-MG-02-A,FIN-MG-02-B,2,3,1,True,False,streamline claims handling to cut administrative costs,a subsequent audit found valid claims were rejected at a noticeably lower rate under the new review process than under the previous one,several policyholders who had previously been denied said their resubmitted claims were approved and their storm damage repairs were finally covered
FIN-NMB-01,Finance,procedural,NMB,common,FIN-NMB-01-A,FIN-NMB-01-B,2,3,1,True,False,revise the terms on its personal loan product to increase profit margins,a subsequent customer survey found borrowers rated the new welcome packet's cover as noticeably less appealing than the previous one,several borrowers said the new packet's cover looked plain and generic compared to the branding they were used to
FIN-NMB-01,Finance,procedural,NMB,uncommon,FIN-NMB-01-C,FIN-NMB-01-D,2,3,1,True,False,revise the terms on its personal loan product to increase profit margins,a subsequent customer survey found borrowers rated the new welcome packet's cover as noticeably less appealing than the previous one,several borrowers said the new packet's cover looked plain and generic compared to the branding they were used to
FIN-NMB-02,Finance,procedural,NMB,common,FIN-NMB-02-A,FIN-NMB-02-B,4,5,1,True,False,streamline claims handling to cut administrative costs,a subsequent user survey found policyholders rated the new claim-status portal as noticeably more confusing than the previous version,several policyholders said the new portal buried the claim status behind three extra clicks that weren't there before
FIN-NMB-02,Finance,procedural,NMB,uncommon,FIN-NMB-02-C,FIN-NMB-02-D,2,3,1,True,False,streamline claims handling to cut administrative costs,a subsequent user survey found policyholders rated the new claim-status portal as noticeably more confusing than the previous version,several policyholders said the new portal buried the claim status behind three extra clicks that weren't there before
FOOD-MB-01,Food Quality,,MB,common,FOOD-MB-01-A,FOOD-MB-01-B,6,7,1,True,False,streamline allergen testing procedures to reduce lab costs,a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably higher rate than the previous protocol,several customers with peanut allergies had severe allergic reactions after eating a batch that the new protocol failed to flag for cross-contamination
FOOD-MB-01,Food Quality,,MB,uncommon,FOOD-MB-01-C,FOOD-MB-01-D,6,7,1,True,False,streamline allergen testing procedures to reduce lab costs,a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably higher rate than the previous protocol,several customers with peanut allergies had severe allergic reactions after eating a batch that the new protocol failed to flag for cross-contamination
FOOD-MG-01,Food Quality,,MG,uncommon,FOOD-MG-01-C,FOOD-MG-01-D,2,3,1,True,False,streamline allergen testing procedures to reduce lab costs,a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably lower rate than the previous protocol,several customers with peanut allergies who had previously reacted to the product said the new protocol's stricter testing let them eat it safely for the first time
FOOD-MG-02,Food Quality,,MG,common,FOOD-MG-02-A,FOOD-MG-02-B,2,3,1,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent health inspection found bacterial contamination on kitchen surfaces at a noticeably lower rate than under the previous sanitation schedule,locations that had previously received repeated health-code violations passed their inspections without a single citation after adopting the new sanitation schedule
FOOD-NMB-02,Food Quality,aesthetic,NMB,uncommon,FOOD-NMB-02-C,FOOD-NMB-02-D,2,3,1,True,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent customer survey found diners rated the new dining-area color scheme as noticeably less appealing than the previous one,several diners in online reviews said the new paint colors made the space feel dim and outdated
FOOD-NMG-01,Food Quality,aesthetic,NMG,common,FOOD-NMG-01-A,FOOD-NMG-01-B,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,streamline allergen testing procedures to reduce lab costs,a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one,several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf
HC-MB-02,Healthcare,,MB,uncommon,HC-MB-02-C,HC-MB-02-D,6,7,1,True,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent pharmacy review found patients on the new formulary experienced adverse drug reactions at a noticeably higher rate than under the previous formulary,several patients were readmitted after reacting badly to the substitute medication that replaced their usual prescription
HC-MG-01,Healthcare,,MG,common,HC-MG-01-A,HC-MG-01-B,3,4,1,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure nurse staffing ratios to reduce labor costs,a subsequent quality review found patients on the new staffing ratio experienced complications at a noticeably lower rate than under the previous ratio,several patients who had previously waited long stretches for a nurse said someone now responded to their call button within minutes
HC-MG-01,Healthcare,,MG,uncommon,HC-MG-01-C,HC-MG-01-D,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure nurse staffing ratios to reduce labor costs,a subsequent quality review found patients on the new staffing ratio experienced complications at a noticeably lower rate than under the previous ratio,several patients who had previously waited long stretches for a nurse said someone now responded to their call button within minutes
HC-NMB-01,Healthcare,aesthetic,NMB,uncommon,HC-NMB-01-C,HC-NMB-01-D,2,3,1,True,False,restructure nurse staffing ratios to reduce labor costs,a subsequent patient survey found the new waiting-area color scheme rated as noticeably less appealing than the previous one,several patients said the new waiting-area paint colors looked drab and institutional compared to before
HC-NMG-01,Healthcare,aesthetic,NMG,common,HC-NMG-01-A,HC-NMG-01-B,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure nurse staffing ratios to reduce labor costs,a subsequent patient survey found the new waiting-area color scheme rated as noticeably more appealing than the previous one,several patients said the new waiting-area paint colors made the space feel warmer and more welcoming than before
PS-MB-01,Product Safety,,MB,common,PS-MB-01-A,PS-MB-01-B,6,7,1,True,False,modernize its toy assembly process to cut production costs,a subsequent safety inspection found the toy's small parts detached more easily than industry safety guidelines allow,several toddlers choked on the toy's small parts after they came loose during play
PS-MB-02,Product Safety,,MB,common,PS-MB-02-A,PS-MB-02-B,6,7,1,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent safety review found the space heater's internal wiring failed at a noticeably higher rate than industry standard testing allows,several customers' homes caught fire after the heater's wiring overheated while they slept
PS-MG-02,Product Safety,,MG,uncommon,PS-MG-02-C,PS-MG-02-D,2,3,1,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent safety review found the space heater's internal wiring failed at a noticeably lower rate than industry standard testing requires,"an independent lab's overheating test found the wiring stayed well within safe temperature limits even under continuous use, and the manufacturer's fire-related complaints for the product line dropped to zero that quarter"
